frame, time,Link1: EndX (m),Link1: EndY (m),Link2: EndX (m),Link2: EndY (m),Joint1: JointValue (degree),Joint2: JointValue (degree),
56,0.55,-0.0591679442538022,0.294107385784137,-0.557710382506439,0.332257579245188,101.374817845894,74.2492390431215,
57,0.56,-0.0785646723509138,0.289529950537753,-0.578561816438314,0.287840008395559,105.181777034624,75.0118764388193,
58,0.57,-0.0973900841243812,0.283751954203396,-0.595702474475518,0.242706106392242,108.943379072508,75.7654275644305,
59,0.58,-0.115542426813886,0.276857269375319,-0.609164873307298,0.197252744894243,112.65252023699,76.5084693512536,
60,0.59,-0.13293217136792,0.268940584173177,-0.619031593950562,0.151862185803442,116.302303844614,77.2396202061457,
61,0.6,-0.14948307690095,0.260105381951671,-0.62543128937069,0.106895398442567,119.886067469083,77.95754546404,
62,0.61,-0.165132896966087,0.250461826112459,-0.628533762531889,0.0626863277297737,123.397409234813,78.6609626552589,
63,0.62,-0.179833726526047,0.24012461515587,-0.628544331750363,0.0195372339228792,126.830213082208,79.3486465668357,
64,0.63,-0.193552001017623,0.229210869947466,-0.625697711492813,-0.0222848256775168,130.178672904957,80.0194340778707,
65,0.64,-0.20626817008214,0.217838109638707,-0.620251636600036,-0.062550352052972,133.437315464079,80.6722287498379,
66,0.65,-0.217976077943125,0.206122365221566,-0.612480447346756,-0.101068621823047,136.601021988302,81.3060051537268,
67,0.66,-0.228682089754668,0.194176470833719,-0.602668833340159,-0.137687832191358,139.665048375508,81.9198129169427,
68,0.67,-0.238404008363773,0.1821085632146,-0.59110590795195,-0.172294272590776,142.625043915543,82.5127804739925,
69,0.68,-0.247169828808735,0.17002080968711,-0.578079753913027,-0.204810647727382,145.477068460478,83.084118506156,
70,0.69,-0.255016378618193,0.158008375209868,-0.563872547047494,-0.235193693990144,148.217607974576,83.6331230565663,
71,0.7,-0.261987890789921,0.146158629849382,-0.548756330935581,-0.26343124030908,150.843588402583,84.1591783084055,
72,0.71,-0.26813455349971,0.134550589814802,-0.532989482385179,-0.289538866131786,153.352387801621,84.6617590152528,
73,0.72,-0.273511076454021,0.123254578239362,-0.516813877446058,-0.313556304213707,155.741846688798,85.1404325739918,
74,0.73,-0.278175308713043,0.112332086344033,-0.500452741432692,-0.335543725576596,158.010276563701,85.5948607320978,
75,0.74,-0.282186937129027,0.101835811548485,-0.484109144757193,-0.355578029591645,160.156466572136,86.0248009225656,
76,0.75,-0.285606288600472,0.0918098464864423,-0.467965089668391,-0.373749245007936,162.179688284815,86.4301072212107,
77,0.76,-0.288493253429123,0.0822899916507456,-0.452181121270566,-0.390157129116777,164.079698572136,86.8107309225656,
78,0.77,-0.29090634142634,0.0733041643969958,-0.436896389203987,-0.404908033220213,165.856740563701,87.1667207320978,
79,0.78,-0.292901877234995,0.064872878094132,-0.422229083645811,-0.418112084075472,167.511542688798,87.4982225739918,
80,0.79,-0.294533336742149,0.0570097671240283,-0.408277170224778,-0.429880713728366,169.045315801621,87.8054790152528,
81,0.8,-0.295850822531541,0.0497221359900259,-0.395119352344041,-0.44032455463125,170.459748402583,88.0888283084055,
82,0.81,-0.296900673090317,0.043011513790107,-0.382816195552912,-0.449551703472388,171.756999974576,88.3487030565663,
83,0.82,-0.297725197927898,0.036874198551212,-0.371411356297053,-0.457666345858239,172.939692460478,88.5856285061561,
84,0.83,-0.298362528841622,0.0313017792342919,-0.360932865956914,-0.464767724881088,174.010899915543,88.8002204739925,
85,0.84,-0.298846576207231,0.026281626456812,-0.351394429981211,-0.470949429556133,174.974136375508,88.9931829169427,
86,0.85,-0.299207078302832,0.0217973460192524,-0.342796710652407,-0.476298973934659,175.833341988302,89.1653051537268,
87,0.86,-0.299469731208541,0.0178291920704239,-0.335128570198004,-0.480897634160052,176.592867464079,89.3174587498379,
88,0.87,-0.299656386678319,0.0143544391354612,-0.328368258295784,-0.484820508581491,177.257456904957,89.4505940778707,
89,0.88,-0.29978530548052,0.0113477142170259,-0.32248453431647,-0.488136765031582,177.832229082208,89.5657365668357,
90,0.89,-0.299871453985387,0.00878129174381288,-0.317437719791688,-0.490910039285276,178.322657234813,89.6639826552589,
91,0.9,-0.299926832189812,0.0066253552798411,-0.313180680551806,-0.493198949354895,178.734547469083,89.74649546404,
92,0.91,-0.299960821874572,0.00484823063926862,-0.309659740774968,-0.495057691482248,179.074015844614,89.8145002061457,
93,0.92,-0.299980544162182,0.00341659540496278,-0.306815532906765,-0.49653668534121,179.34746423699,89.8692793512536,
94,0.93,-0.299991216371183,0.00229566986696955,-0.30458378817399,-0.497683237972387,179.561555072508,89.9121675644305,
95,0.94,-0.299996498740658,0.00144939413079585,-0.302896072382834,-0.49854219827121,179.723185034624,89.9445464388193,
96,0.95,-0.299998822329268,0.000840595653277082,-0.301680471041605,-0.499156576396334,179.839457845894,89.9678390431215,
97,0.96,-0.299999690181474,0.000431150808276313,-0.300862226773126,-0.499568105221798,179.917656232827,89.9835043053957,
98,0.97,-0.299999944706341,0.000182143329931256,-0.300364330678857,-0.499817723892914,179.965213184291,89.9930312553348,
99,0.98,-0.299999995136095,5.4021691299096E-05,-0.300108067976394,-0.499945966628962,179.989682616899,89.9979331477464,
100,0.99,-0.299999999923911,6.75671152201415E-06,-0.300013517031381,-0.499993243105766,179.998709563155,89.9997414904268,
101,1,-0.3,3.67381906146713E-17,-0.3,-0.5,180,90,
